id,gold,prediction,correct
c13e2dd2-11e3-41d3-a0bc-d55b0fee5438,News,News,yes
f2897c91-f251-46c7-aa0d-6b9d9a04bc6a,Blog,Blog,yes
827cad22-c591-4178-ad2a-f2e1d584d348,Blog,News,no
c6d82f01-6b47-481a-90f6-fce1ff9af5d5,Blog,Blog,yes
f105db6c-1cc9-4e74-836b-ad18a1cc7f3f,Blog,Blog,yes
5c47df44-dc55-4908-a46e-30eb546238ea,News,Blog,no
47dd582b-b35d-4d55-b444-86a053c23126,Blog,Blog,yes
585e9603-50d0-40aa-b429-fcb43e59d344,News,Blog,no
ef8913cb-a9d4-46b4-827e-81506ef5c487,Blog,Blog,yes
c9874782-b5c4-4856-80a0-6d791797b8d6,News,News,yes
f85657af-424a-44e7-a017-3d08076dabad,News,News,yes
015c4421-81b8-4d3a-a04a-92e6a5b47310,News,News,yes
ca132dfd-bed8-42f6-923c-6d05253e9357,News,Blog,no
b326ea8f-5fd7-4033-850a-b88e3965a426,Blog,News,no
e6d05160-3cde-4d59-9536-bd67fc179206,Blog,Blog,yes
26154a27-27f3-49c9-b17e-807a1666a946,Blog,News,no
a124c1f4-db4d-4a76-b55e-f6a690ba62c2,News,News,yes
72a13f9b-da1a-4a9b-ab57-da84576545f6,Blog,Blog,yes
ceafefda-1611-4ebc-a060-19f1b0bf4d98,News,News,yes
5009822c-22fd-47d6-9aee-3a62e802bee6,Blog,Blog,yes
835dcbc5-9664-4c73-8f69-201cd8ef5c35,News,News,yes
de21a412-6fba-48fd-b011-ed62dd16d8d2,News,News,yes
d272e890-1896-4300-a175-94774e494b46,News,Blog,no
70f104d6-5dcd-4957-aad9-c007d4a70b97,Blog,Blog,yes
78f34199-ab5d-4cee-a325-bdaa39496e0c,Blog,Blog,yes
6cd7d2cb-8a38-4eac-9383-b1e42c5bbcd9,Blog,Blog,yes
1b778bb6-e9c9-441c-bc8e-fe9138fadd73,Blog,News,no
32921357-98ae-4e90-ae61-ae35f63c6826,Blog,Blog,yes
9f94f5fc-993d-4aad-b0f7-f5ea9417ecce,News,News,yes
373cb059-84e9-4941-9b4a-2d3c5faf114c,Blog,Blog,yes
14f5cb65-0d34-47a2-ba79-fb31a22d475d,News,News,yes
231f35d7-afb2-4b5c-885f-5cf8a9881651,News,News,yes
2ca1fc10-5bb8-4ca8-b79e-07190298fd1f,Blog,Blog,yes
87bc19b8-57df-4111-bf63-a39fcb8ad1a1,News,News,yes
aa03cf21-ea39-4c20-b226-af569f8109d3,News,News,yes
5ae9bb9e-426c-444b-81b3-88781b3580ab,Blog,Blog,yes
bf55fae7-bd86-4dcb-83fb-a297fff2b3fc,Blog,Blog,yes
607030b2-18f3-4172-887b-516a4d27eff2,Blog,Blog,yes
7fb5dffa-c8f7-43a2-ac2c-514cb86911fe,Blog,Blog,yes
02b933ba-f1ab-4ae6-b921-1c90ac16ef2b,News,News,yes
36279e64-36d5-4fe7-b449-61e28bd03de4,Blog,News,no
0895778e-8b4d-43b0-8cf2-4bdb57e492f9,News,Blog,no
18c3202c-fa29-4932-aafd-c9d9f7a902fe,News,News,yes
aa9b88e1-2f61-4599-bd14-b865c6cfb18f,Blog,Blog,yes
d984eb0f-f8f7-4b2c-a3a5-4ea8aabf6f19,News,News,yes
46804eb1-53fa-4d74-9d8f-98e6e0e50ddc,News,News,yes
67487e9e-7e0f-45d5-b37f-5b6fca536355,Blog,Blog,yes
cc075a78-8516-4f3e-b0b9-11c47c82e83d,News,News,yes
68d8f3e4-9c09-417a-ac22-9582df715745,Blog,Blog,yes
1748e4cc-f0db-49db-9d5e-ca0168f9ea2a,Blog,Blog,yes
e91577f6-8c4b-4863-9711-580770c13500,News,News,yes
c731e366-f42f-42aa-9933-fa51fbafadbb,Blog,Blog,yes
d296b108-bcd9-4981-b41c-17d078288eaa,Blog,Blog,yes
14d8bb47-a9ea-478d-857c-781e65ba7c73,Blog,News,no
36c7cfe5-45f7-45e3-9aee-3f75400fcf84,Blog,Blog,yes
dd4731c7-8e87-44e4-9311-f151f3cb3c3d,News,News,yes
0cae6da8-e062-4a5b-a1fd-d06c6e2cec93,News,Blog,no
8cf75666-4efe-423d-b5c3-773beeb48c8c,News,Blog,no
7423bfd7-c442-409f-a325-805d5478b0c5,Blog,Blog,yes
9e5e4b28-7cf2-4682-affe-923fa47ddb36,Blog,Blog,yes
04e7339d-0794-4995-bea5-b4c2fa04031e,News,News,yes
feaf1b54-f7ec-4279-9c00-77aec5c930d6,Blog,News,no
10aa3980-a03d-4540-8bf8-b4cda7113fb2,Blog,Blog,yes
88a4ad8d-0aed-4710-ad34-16ad438bec00,News,News,yes
80ff4646-2257-4aea-a27a-e292c8c761d8,Blog,News,no
79e6bfbe-762a-4aae-b705-0f5a04859941,Blog,Blog,yes
03dcfbc1-dd95-4bdd-9547-42e69da6e000,News,News,yes
09d993ab-20a3-4de1-b6bd-c15462357232,News,News,yes
370cb98d-75aa-48f9-b8b9-c8c5fa15675a,Blog,Blog,yes
8437fa67-b6df-4595-acbf-98249bf00bd3,News,News,yes
ab906339-e2e6-4edc-b1d2-ee4bb8cc44f3,News,News,yes
73cac3bd-87f6-4b06-8b55-f29a21b34a27,Blog,News,no
aee46568-0fb5-499f-9341-5c4624f2ae24,News,News,yes
f2ff0372-6fc4-417c-8fd9-8e81f4443e8a,News,News,yes
9eec53ff-9819-484c-951b-859bca15496f,News,News,yes
2e7b3a20-df6d-4835-8dab-e4ddd6b0d3be,News,News,yes
6d740961-eb7f-4f6c-8ecb-d4c42773fa77,News,Blog,no
915ae57a-70ae-45cc-aaa5-0d95334a3931,Blog,News,no
586b927e-57d0-4f68-9038-8e177e27fadd,News,News,yes
ece90929-95fa-4a5d-93b0-ef4b311770c7,News,News,yes
0e19077b-9cb8-41f2-827e-c787643a7b57,News,News,yes
89459664-b99d-4ca9-94ba-2af0356ccd84,Blog,Blog,yes
8a699629-7ab2-45f2-898c-b4bd09c5a383,Blog,News,no
cc1873f8-b5f4-41bb-b7c7-d072e574d425,Blog,Blog,yes
e440fe93-bbd4-49f7-9ee6-ad91ffd0b6f2,Blog,News,no
ba3e75a6-a4fd-4996-9146-f2da5172010f,Blog,Blog,yes
8ce52eb6-1693-4abd-8df3-3255ebf1f574,Blog,Blog,yes
dd664b41-b1b8-4c01-89cc-c6c40c263e96,News,News,yes
a21f7af3-0d8f-4d69-bcf3-37fffb7b08cd,Blog,News,no
a520d745-b876-4bb9-b79d-ad579309c7fb,News,News,yes
be1ddd27-7e3d-4952-92cd-303151406e5b,Blog,News,no
9c2dc212-a0ef-4e99-aaf4-8af0ca831c91,News,News,yes
e2718772-df5d-450c-85c3-5030e69e526f,News,Blog,no
b9fe3545-d0da-4b90-ab92-67509c00453e,Blog,News,no
0995a68b-7cd6-4827-b841-717561138706,News,Blog,no
15d96c82-1705-431f-83ca-bac60a6efcf5,News,Blog,no
afa6ce8a-7a9e-465c-80b3-4b99d760a99b,News,News,yes
c4a3554b-a9e5-444c-9018-7203fb717b1a,News,News,yes
215d91ae-c0be-4f73-abc1-d05a9b34c8f2,News,News,yes
10d60095-f23b-4243-8dc6-db1d72276e50,News,News,yes
e6d408ea-42f5-4e4f-86ba-eec82ac0beb3,News,News,yes
a96aa9ef-6edc-4a6b-aa6b-1154f00fe527,News,News,yes
7bcce78d-6f42-4eaf-91c0-d1d7f8c0cd78,Blog,Blog,yes
9a83ca50-ee6a-491e-a191-259afe9b8eb5,News,News,yes
c2af4fd3-8a4e-472f-b4ba-b096abf22653,Blog,Blog,yes
c0b70bdc-cdcf-41bc-a355-3d96e403173a,Blog,Blog,yes
be80f58f-69b9-4984-aae7-027ed9544489,Blog,Blog,yes
e03c1b45-1ebb-4b2d-ac0d-615d49975f3a,News,Blog,no
bc23b702-d4a4-442a-a0cf-9b1e22908448,News,News,yes
987e1299-bff6-4776-a6cc-381e592aae84,Blog,Blog,yes
e76f0bcf-f6cc-4e6e-9686-6adcf4166c50,News,News,yes
72fc57aa-993d-4aa8-a033-b30ce7bf5b98,News,News,yes
edf66479-bc4f-4b08-8054-aead684062a6,News,News,yes
4b245915-7327-45a9-b248-d91acc7b2859,News,News,yes
e659f833-beaf-44bc-9eb4-2183f48f13f5,Blog,News,no
3ff6eca5-2001-4811-88d9-dcba9bf5655d,News,News,yes
02738834-fa2a-4d81-ae53-ca604ed79db1,News,News,yes
f03febf8-f2f3-4cee-b6a8-dee73320db7b,Blog,News,no
67bb495f-8ed2-48eb-ae8f-c2d461d37896,News,News,yes
6280ce39-f7ca-4439-9ef9-3588227215af,News,News,yes
3410c929-0a06-41a2-9f7b-18ed1990a219,Blog,Blog,yes
9368642a-7196-40ff-8427-f0af8e79fe59,News,News,yes
6e46b73a-45f1-4302-9814-38f0114d94c9,Blog,Blog,yes
c5771f0e-7829-40e3-904f-658f251e5d8a,News,News,yes
ed1ef3a8-959c-40f6-8459-3fbc2934e2d2,Blog,Blog,yes
d347bd1b-776f-4aac-a2ff-3273cfcefd57,News,Blog,no
bd877f30-1b21-4396-bde4-f03c8c179d91,Blog,Blog,yes
2e17b4fd-afd7-44e7-b917-48698e767e0f,Blog,Blog,yes
eb4ab581-92a4-4e0c-8ff0-8c486455a87e,News,News,yes
2230fb61-8f42-4ed8-8e71-aa707b95e1ab,News,News,yes
93176dea-64b6-47ec-a904-0483edfe0209,Blog,Blog,yes
1e83f196-2346-4aa0-b9b9-faec2198cdf0,Blog,News,no
cbc95d09-df1c-4dd5-8fe3-ed1b5ca201cb,Blog,Blog,yes
0f64a4f9-5cec-433d-9d6e-b9274c3a1605,News,News,yes
ca4e88eb-1e69-4322-9b6b-c1bd92b86b2d,Blog,News,no
d801d311-5408-49af-89ce-d967ca272686,Blog,Blog,yes
6f719cd3-f900-42ac-a194-8cbea5a8cb0f,Blog,Blog,yes
70be203f-e276-47da-90f5-9f11fa5f2c87,News,News,yes
e2ca91bd-a964-463c-918a-928783ab2fe9,Blog,News,no
95755f49-3692-4ea2-bc25-38795e45c2d9,News,Blog,no
0e82a8bf-eff9-4a39-ad4b-69549a1789ac,News,Blog,no
f8b5c78b-fdd0-48d9-b682-d5fef2ff7b1b,News,News,yes
4f6da71a-aba4-4c71-af4b-14d355d44192,Blog,News,no
ac205bf1-41f8-40f6-919e-c6f8e6b99d43,Blog,Blog,yes
e0917013-2c3a-4998-9db3-515fe0584a3d,News,News,yes
9e25883a-60b0-4c0f-ae98-a7542586489f,Blog,Blog,yes
13c78cdc-950c-4a2c-8d28-d1ba5d8792e4,News,News,yes
dc133992-9bce-44f7-92d4-effc41c98a59,News,News,yes
f73c0a9e-87bf-43f1-92b8-1067f618b306,Blog,Blog,yes
fd34913f-fb1b-45c3-9272-9bb384b5ceb0,Blog,News,no
94edc1a7-28da-4be4-a572-6d4d3c50f71f,Blog,News,no
e70fc8aa-2f66-4a56-82a7-3abc1f740912,Blog,Blog,yes
8a54bc6d-fd47-42bd-bf9b-6958e52c3aff,Blog,Blog,yes
884b1bf2-9998-4321-b9d4-9fb196741786,Blog,Blog,yes
ae96307f-e0a5-4f0e-a81f-40203b1370cf,Blog,Blog,yes
b762540e-a08d-4fb2-b603-242fa54aaaa6,News,News,yes
f37427b6-0b82-4dde-a0e4-5b8f4f51a6d6,Blog,Blog,yes
dc461ce5-0ff3-4d0a-82fd-43ba7fcbf4b7,News,Blog,no
1174695e-fe7e-45b3-a1a9-a50a58044155,News,News,yes
be09f8ea-0e9e-46c1-ba89-6fd43957cb74,News,News,yes
5ddc7e76-3e01-4915-a76f-561db851f0f7,News,Blog,no
8512d814-bc74-47f2-bf7e-841f894b5821,Blog,News,no
0fbf3c7c-d654-485a-93b0-976c4c883344,News,Blog,no
55c0cd01-4208-483b-9948-f0d294398cb0,Blog,Blog,yes
ddbabbd8-62fd-4ebe-8c5a-00ef227337da,News,News,yes
cf865943-a09e-43d2-b150-3032f3f477d5,Blog,Blog,yes
b9c10bc8-351b-49e5-8523-0bb26a6c6c89,Blog,Blog,yes
d2c738c5-70b3-49a6-8c62-444896f34c26,News,News,yes
9c026974-f28d-44cf-ba90-06fc04c63e43,Blog,News,no
27a3e826-0484-473d-b705-2b01017a9645,News,News,yes
46e98342-2304-47ac-acaa-e247a6f365a8,News,Blog,no
e5f1a6c4-beef-4623-bec1-fac7e0329899,News,News,yes
fe8a7a27-f51e-44ab-bf09-62a396d365d6,News,News,yes
74e79707-85fd-422a-b5dc-eb1fc6ea5ccd,Blog,Blog,yes
a50c8f76-edaa-44dd-8ff8-6488462ec947,Blog,Blog,yes
f8585d4d-7952-40b6-a3ae-20c29eca08cb,News,Blog,no
f561c3c9-7ecc-4e71-8f56-b59bf9d941ff,Blog,Blog,yes
bf62b34d-9afe-4d4e-8669-aae9315706aa,Blog,Blog,yes
b3a9ce90-fd72-4085-b0e9-0da1c1cc81c4,Blog,Blog,yes
9a12befc-e381-4fa0-8cbc-b2301c792cab,News,News,yes
df43392c-6f72-4bfa-81a5-490838a7f4b2,News,News,yes
61081f70-32fc-42dc-a888-5d3d63093df2,Blog,Blog,yes
ae70db3c-a2e4-4cd1-ad9a-1268e3716d02,Blog,Blog,yes
186c2073-e28b-4063-bcd1-8a1a3bfd7fca,News,News,yes
6b19c156-c093-481f-801c-15d9e2341e71,News,Blog,no
862d8b8b-dff4-483a-a4bb-74225eb76e61,News,News,yes
fc04a3ce-f7c4-4724-b6a0-24c64223d046,Blog,Blog,yes
de0ba6b0-d737-4e33-8975-fff7863427d7,Blog,News,no
274f1e41-67b2-470a-ac10-93418e502109,Blog,Blog,yes
1245dc62-9c1a-4431-a529-942cf835e0a8,News,Blog,no
020c0261-aa6a-4e3c-bc8a-e86668774471,Blog,Blog,yes
91e0bd6f-d1fa-4dd4-80a1-e82bf130b52e,Blog,Blog,yes
40e44cca-3795-4609-8612-52829fd311f7,Blog,Blog,yes
2e299dac-a59d-4fd5-a907-4304667fd6fc,News,Blog,no
6f0c3f47-4ae8-4f9c-a2fd-fcb416f8e7c8,Blog,Blog,yes
0bfb052b-38d0-430f-8bab-5ae4c2718782,News,Blog,no
f17bcbb1-9541-451b-a7b8-f91202a7ed47,Blog,News,no
46080110-f484-4121-b6fa-c524e9362296,News,News,yes
9e1da55e-10cb-42e2-9a80-1ab8361f1619,News,News,yes
a11a091e-8633-4cdf-a4bf-7c6647ed6996,News,Blog,no
d3e312ea-37e4-4386-a5ed-672e6acc822d,Blog,Blog,yes
d8ec19ac-8cc0-463c-bbc2-24dc6c9f3fc9,Blog,Blog,yes
2033823c-1b8e-49de-85f6-012caefc33b7,News,News,yes
460c48a6-eaaf-4149-973c-f420767aa119,Blog,Blog,yes
17debbff-bc0a-4b97-90e0-fa59b58fbf25,News,News,yes
d5e41b73-f55a-4a66-bf85-d087b4a8c092,Blog,Blog,yes
31061704-18c4-4115-bd9c-9f3d09d4d7b3,Blog,Blog,yes
566d44dc-2c02-4c26-9c81-5a067cc2e6b7,News,Blog,no
7ff0c8db-036f-4df0-b58b-04cb256a3580,Blog,News,no
db7d4041-6b39-4ff1-be43-8203e7cb3b3e,Blog,Blog,yes
7080c225-5ee5-4886-9519-772ff8e4cb09,News,News,yes
d5da3d28-57b0-48ad-93ed-aa270f9374b9,News,Blog,no
c565c2eb-628f-4686-9a43-7531e02d8a03,Blog,Blog,yes
92798af8-f3e0-4efc-af2c-03903874f11b,News,News,yes
d583895c-2b77-4fc4-857e-3bf36c976652,Blog,News,no
e94d4e1f-bd55-42bd-b5cc-fd419b3c5f34,News,News,yes
fa987271-a8a7-4780-b36e-8eca558dba90,Blog,News,no
9db70a49-bb21-413a-873f-631afac56b0b,Blog,News,no
72191d4e-d8c4-482f-8cf0-c8c1ab06b490,News,Blog,no
c669fefd-99a6-4300-b37b-835bcb5bfca4,Blog,Blog,yes
d46fa5d3-8494-469a-9e80-a360195d39cf,Blog,News,no
ab5b5f22-bfa3-4921-a4d0-87075271e262,Blog,Blog,yes
6677b808-2eb3-4f96-bb16-facc2065202d,News,News,yes
bf0ba5f4-2b84-4dec-901e-e4122fa78694,News,News,yes
cf7b3a94-ad5d-43ce-814c-382532779a13,Blog,News,no
3e7d2171-d663-402c-8d6f-42ea77852cf9,Blog,Blog,yes
52265509-ea48-4ba8-8a4c-8e13269a92b2,Blog,News,no
1e13ba89-ee3c-41fa-accb-a256ec5f87e3,News,Blog,no
86e89df3-a764-4db3-977d-71f722471b09,News,News,yes
f8a65c25-08bb-4b1a-b0a3-9f7994eb33a3,News,News,yes
d96afe16-6d7a-4198-a378-195ac12f0d11,Blog,Blog,yes
343d68d7-5bb0-43ce-8842-ae4fbd19029b,News,News,yes
fec1f98c-44b4-4f7f-aada-ba599a067034,News,News,yes
d9f68735-4c64-47ad-844e-f379df023efd,News,News,yes
5b4f06b0-7527-42e0-9ad5-a92e189217b6,News,News,yes
58e225da-184b-404a-80ad-49ec61fcb0d9,News,News,yes
40a58313-5f73-49c5-9ad1-4fb6d7931df3,Blog,Blog,yes
2e29e5c7-9df2-44c6-9d6a-ef1dcf074182,Blog,Blog,yes
70e82318-cc16-43b8-9da8-3526a4632dc5,Blog,Blog,yes
7862a5e0-065d-435a-8c25-c879de17d959,News,News,yes
32ee4258-ac29-47e4-854a-18cde934c306,Blog,Blog,yes
2141363c-7610-4320-80c0-ddd3f98935e7,News,News,yes
abd9dd99-c7c0-454a-9deb-c175476ce225,Blog,Blog,yes
5cc3ed25-d22e-49d5-94f4-bf2c843d30dc,Blog,Blog,yes
0ccfe79f-27ed-4a97-b227-00ff074c2c62,Blog,Blog,yes
4e24965b-ff9e-42e1-bf86-ca7bfeb252e9,News,News,yes
cb25152d-8649-4cff-bbd4-6c335cab02a4,Blog,Blog,yes
63005532-9143-4271-9bc3-ea9e978ef258,News,Blog,no
1a7cace2-493e-4e86-89c7-b80244c9e380,Blog,Blog,yes
2ce9068f-f9c0-4585-8a98-fd4e90058719,News,News,yes
703cb880-ed29-49d3-8c33-0cc27a91a165,News,News,yes
801ce4cd-f8ff-4375-abe4-985e48b559c0,News,Blog,no
79d30230-ec43-46f3-abc7-cc917bd9b1ef,Blog,News,no
92038a4a-8bbe-4fa0-813f-6b909bf83a1b,Blog,Blog,yes
f3cedcf6-659a-4dc3-b6c7-9140b28d96ff,News,News,yes
45d7aaec-5baa-43c7-a79b-f79c79c64a73,News,News,yes
4d8b1f4f-1458-4650-9be5-fd1c93149062,News,News,yes
671365c5-01c0-4beb-b88a-81cc50ebb6a8,Blog,News,no
34722390-d4d2-49d5-ac05-7d10e5e91642,Blog,Blog,yes
46311809-dcc1-45ea-8b23-193d26bfedd3,Blog,Blog,yes
3697ec35-138f-4efd-9dfe-8f97b555228e,Blog,News,no
7b559d41-687e-4e67-bd85-cd5d0cde07d7,News,News,yes
825fc542-30dc-4f7b-8017-2797a12cf842,Blog,Blog,yes
3bf66161-3eac-44df-bc09-064e357c2fa9,Blog,Blog,yes
89c5e9cb-897c-4583-b2c2-516ecfc44f45,Blog,News,no
ce435aa9-0db9-4094-b48a-a0a2dadf3c85,Blog,Blog,yes
46e721eb-623a-4ed6-b87c-d3c2a656637f,Blog,Blog,yes
eea70c1f-0382-4a37-9364-1b747a1bb397,News,News,yes
66596028-396a-49e6-bc34-a85a28214725,News,News,yes
88305ef1-dea5-42d6-8248-0e8a58c7764b,News,News,yes
f0da7ffd-176f-4a3f-9e46-8628d3e80fbd,Blog,Blog,yes
94221b4d-bff5-41a9-a3ab-b5f22c6843ce,Blog,Blog,yes
0c6d865f-8f42-4b38-a012-9cb656f0dd69,Blog,Blog,yes
31d77343-38cc-46c0-9759-c49dc872eaa9,News,News,yes
ac1db1ee-88c7-40ec-b8f5-d913cb1ab077,Blog,Blog,yes
06bd838f-b68e-4cfc-b5d9-29a0d3fb5076,News,News,yes
356576e8-4808-4051-8803-b187c75aeb19,Blog,Blog,yes
d43cc63f-0b02-4968-971c-a636648da148,News,News,yes
443c6246-5a21-4351-9d72-73bd46d78030,News,News,yes
d46a0b2b-7387-4d55-85a6-03079ac1b0a5,News,News,yes
bb66e6b4-6630-4b7b-bb98-cf5d31aaa92d,News,News,yes
3fe94990-67ee-42e3-8619-649812eb2d51,News,Blog,no
32cfbc74-fa17-4140-bef6-4dfba1418954,Blog,Blog,yes
7f0815b5-8538-4b32-9cbe-bde4a6f71e89,News,News,yes
0b4125c9-d8de-4c62-a639-a6a7296552c0,News,Blog,no
4a1fe07e-bc71-4fe8-9003-a1481de382e3,Blog,Blog,yes
b3684569-312a-4e94-a542-2537895a358a,News,News,yes
4ce39d90-a233-4b1a-9664-bdfb6e0cf788,Blog,Blog,yes
2aeffe17-61cb-42a4-a533-de3ee204b813,News,News,yes
49ec4b23-0a2e-429a-a1b7-5e9b35c29e2c,News,News,yes
6525acbe-5d80-4c22-9458-acea25392af6,News,News,yes
71bd4fdb-697b-487f-90c7-20ced94d7a20,Blog,Blog,yes
3b629156-8316-4c47-879e-fc2a6363ed7e,Blog,News,no
5ff28838-337f-45d4-9920-ee74b84b3696,Blog,News,no
af4a29b3-b168-4c38-bde5-a168c473b72e,News,News,yes
77352e9c-362a-41aa-8efd-6eba6e31a41f,Blog,Blog,yes
ce82a353-fbb7-4e1f-88ec-1870468a0b9c,Blog,Blog,yes
4548b82d-9ff0-4412-bd8c-ccb6bbc3ed7d,Blog,Blog,yes
85216459-f681-4621-a0da-3668975148a9,Blog,Blog,yes
3d62078a-d0fd-4248-8d01-c578d3ed8617,Blog,Blog,yes
7b7dbd59-e20b-4bb6-b944-3338568c3dc1,Blog,Blog,yes
0e3135dc-4f71-4a96-98fe-0928e691ed7e,Blog,Blog,yes
4cd716b0-8df0-46cd-a80f-c66717371c24,Blog,Blog,yes
e5085886-6ade-453f-a64a-facc597eb66d,News,News,yes
92aadd48-7e18-4431-b693-cb6115577ab0,Blog,Blog,yes
88e5913f-a888-4da1-a897-dd9e5534dafa,Blog,News,no
232aa0ff-13b3-486d-a7d7-1362ea2451ff,News,News,yes
3b7dcfb9-a9f1-4a72-a896-5ce43df212ba,Blog,Blog,yes
56dd62ca-a856-4481-9a2c-4e0fe70fa185,Blog,Blog,yes
143954eb-d396-43f7-9666-fd713bc0bf58,Blog,Blog,yes
e0060b30-b2f9-43a6-a546-e1bab906c9ff,News,News,yes
ebc55b7a-2993-4ae6-86db-12f2deea8ce3,News,Blog,no
4a1bb31d-b904-40a7-a065-c9981e11acd1,News,News,yes
d103b5d8-b70e-457a-aef8-6d3be03782dc,News,Blog,no
8d68f3a9-b116-4020-afb4-b4db1074faef,News,News,yes
4c1f6359-ba5a-4420-9f1e-6794269e6368,News,News,yes
309f5800-adca-40bb-87ab-8f09a4be87fb,News,News,yes
03d2cb47-0e39-4780-bb82-38f917a74d37,News,News,yes
b935fff1-2958-43c8-b1cf-c7f28136a2f7,News,Blog,no
1afa0ba1-8324-4005-a5a0-51d934b527e0,News,Blog,no
b24e149f-8676-4fdd-b8c1-6d4a60a5070f,News,Blog,no
e698c6bd-65e5-4032-803d-8f8a7867a86d,News,News,yes
0b792be2-1aaa-43e2-80c7-e51ac870f5ad,News,News,yes
db8a1335-d230-4c3b-aee2-957aec5c7b7f,Blog,News,no
29d28669-5b0a-4d5e-85a1-5afa3e00a625,News,Blog,no
3a90519a-4b1b-40d8-87b0-71864a063b04,Blog,Blog,yes
08e730a2-3324-4d09-aba2-0369eec10aa4,Blog,Blog,yes
40f78418-030e-4703-8aad-0fea48ca41b7,News,News,yes
9f865f4e-d494-45ae-8d7b-26f6225b93a0,News,News,yes
e05c2005-ffc1-47f4-8847-0c4b21085dd7,Blog,Blog,yes
ccd34f06-4d19-447b-918c-77eff7a385d0,News,News,yes
c465d7e7-68b0-40ee-bfd2-2650b9fe0c4b,News,News,yes
e2286027-b288-4da3-b7ac-caffc7561d4f,Blog,Blog,yes
625eea20-f3ec-4a0f-864f-ffcd9308fffd,News,Blog,no
cec599f0-67d0-4560-bda8-cafaa46ee3cb,News,News,yes
1fb2270f-ad74-4d8a-af76-f529951aa9f7,Blog,Blog,yes
05cb4b14-b6b1-4ce5-94e0-e41a3e2443f7,Blog,Blog,yes
ec50bbba-7164-44a2-9c2a-577db7651d85,Blog,Blog,yes
b7f6560d-9c68-4716-bbb1-678b1aaa10a0,Blog,Blog,yes
d2eb97e7-050b-433f-b8fc-67d5926a372b,Blog,Blog,yes
7973477e-7b4c-4cb7-84b5-b6e18d4894b2,News,News,yes
31650852-5379-47ba-a364-1d0ef8e750c0,Blog,Blog,yes
e85f0fc8-5c28-4b1e-8eb9-efac54a16249,Blog,Blog,yes
dec8c7de-8451-4259-9ca2-31cc332d0625,News,News,yes
b89bd220-a0f9-4e48-a8a1-b343876c401c,Blog,Blog,yes
9df3070a-0475-433d-b936-a16db44c2b01,News,News,yes
60c82ca7-62d3-4127-be78-d5a8e1d6bd13,Blog,Blog,yes
560fe581-f0a5-472c-9b98-840629acbd30,News,News,yes
2414d183-a9d3-4d5c-b287-5d15cd9e921c,Blog,Blog,yes
cbdc4276-9a38-4f58-b0d4-ee90e604ade7,Blog,Blog,yes
fbae8758-eb7d-4c12-9264-c32a24e6e0e0,Blog,Blog,yes
8491a1ba-e9fb-440f-8626-3ed719a447e0,Blog,Blog,yes
1eb1d503-9e79-4b75-8cb0-45412cbc29bb,Blog,Blog,yes
e60cb74a-9166-488d-bf8d-fa71990baa72,News,Blog,no
857c87c1-0e06-42de-a243-a712012a0487,News,News,yes
d9d58c89-1407-438a-846e-4e9c24c5d8ae,News,News,yes
65032e6e-d6d8-4468-b8f7-a15e4190f3a6,News,News,yes
c2c6b52d-2472-4c8f-aebd-000b62e88eae,Blog,Blog,yes
13978fb9-a08f-4bc3-b980-f7218d38f775,News,News,yes
2fbdf2ae-82f3-4c00-b2f9-84f10a6d607d,Blog,Blog,yes
3dcde32f-1bc6-4305-b1ab-9d6192791640,Blog,Blog,yes
0dfea3d4-8bad-4280-873e-8a75c01b3341,Blog,Blog,yes
77edd2e8-65ec-42fd-a762-0baf0adb0933,Blog,Blog,yes
dfb0b615-28f7-454f-ac09-d128b0b8d8b3,Blog,Blog,yes
c1dd9af4-f90d-462c-adf6-3310697f9b10,News,News,yes
319129ea-4286-4342-94b1-a06331daee7d,News,Blog,no
a4451b02-6572-4871-8ea6-670219ef65b1,Blog,Blog,yes
4851a9f0-2bee-433e-95fc-38728eceb65c,Blog,News,no
0cd4ebed-aaa8-42fa-b263-9133ca0c8659,Blog,Blog,yes
4ee9c47c-46d7-419f-a835-50d8061323c9,News,News,yes
79bd9db5-d4a0-4bda-bcb8-db93af739e39,News,News,yes
85e75389-905d-40ba-9443-6d2f45934a04,Blog,Blog,yes
4405ceef-e2aa-41ed-bba7-51de8956b893,Blog,Blog,yes
ade3c706-61ce-4d3a-8929-02ab47167f6f,News,News,yes
ac1b2641-a787-45b6-8ec7-2da7c6e5d5da,News,News,yes
458cf566-20f8-4a5a-8c11-3257f4e7d398,Blog,Blog,yes
a5ef2eee-1e4f-4adc-923a-9d12f687bb04,News,Blog,no
5032b218-81fe-40c5-befd-5adcb1b2f305,News,Blog,no
b7c369b9-213a-4929-85a7-8279facd7e98,News,News,yes
99a3a4c2-2844-48b2-8976-5f12cda9aacc,News,Blog,no
192c0701-f12a-4a1b-bf8d-1da9870b1352,News,Blog,no
40dd7661-b5d7-4d28-818d-54f485b70fdc,Blog,Blog,yes
3a28422c-465b-4649-b646-c400715371e5,Blog,News,no
a2beab09-ddfd-4fea-b153-d2dd63e32f86,News,News,yes
812568cf-df57-48b9-b646-b53df1410403,Blog,News,no
e4ed9ff7-9a83-4164-8334-dbf749fd9b68,News,News,yes
e92972bc-5860-473a-9fba-0bb27d4211b6,News,News,yes
393912e6-c15e-48ca-8a0e-af8321ffa129,Blog,Blog,yes
